date,year,type,avg_price,size,nb_sold
2015-12-13,2015,conventional,1.18,extra_large,94649.63
2015-12-06,2015,conventional,1.18,small,75010.31
2015-11-29,2015,conventional,1.23,large,67938.12
2015-11-22,2015,conventional,1.23,extra_large,80592.91
2015-11-15,2015,conventional,1.17,small,85346.19
2015-11-08,2015,conventional,1.27,large,92267.09
2015-11-01,2015,conventional,1.13,extra_large,90086.72
2015-10-25,2015,conventional,1.19,small,94916.51
2015-10-18,2015,conventional,1.06,large,92670.88
2015-10-11,2015,conventional,1.26,extra_large,103675.87
2015-10-04,2015,conventional,1.28,small,104610.89
2015-09-27,2015,conventional,1.25,large,97946.15
2015-09-20,2015,conventional,1.25,extra_large,94858.12
2015-09-13,2015,conventional,1.19,small,91927.28
2015-09-06,2015,conventional,1.25,large,97929.43
2015-08-30,2015,conventional,1.26,extra_large,95910.31
2015-08-23,2015,conventional,1.09,small,90761.35
2015-08-16,2015,conventional,1.2,large,86244.48
2015-08-09,2015,conventional,1.19,extra_large,95410.3
2015-08-02,2015,conventional,1.21,small,93959.69
2015-07-26,2015,conventional,1.36,large,103353.68
2015-07-19,2015,conventional,1.39,extra_large,115527.52
2015-07-12,2015,conventional,1.38,small,121261.71
2015-07-05,2015,conventional,1.25,large,136666.84
2015-06-28,2015,conventional,1.38,extra_large,127826.72
2015-06-21,2015,conventional,1.33,small,128855.48
2015-06-14,2015,conventional,1.32,large,150847.4
2015-06-07,2015,conventional,1.35,extra_large,132948.73
2015-05-31,2015,conventional,1.43,small,146361.56
2015-05-24,2015,conventional,1.4,large,146344.69
2015-05-17,2015,conventional,1.44,extra_large,129556.3
2015-05-10,2015,conventional,1.32,small,134165.69
2015-05-03,2015,conventional,1.22,large,124874.01
2015-04-26,2015,conventional,1.46,extra_large,117693.87
2015-04-19,2015,conventional,1.43,small,128778.14
2015-04-12,2015,conventional,1.44,large,108780.22
2015-04-05,2015,conventional,1.43,extra_large,108167.08
2015-03-29,2015,conventional,1.39,small,100706.58
2015-03-22,2015,conventional,1.18,large,98706.55
2015-03-15,2015,conventional,1.44,extra_large,116220.12
2015-03-08,2015,conventional,1.4,small,121768.61
2015-03-01,2015,conventional,1.24,large,107527.31
2015-02-22,2015,conventional,1.36,extra_large,117031.82
2015-02-15,2015,conventional,1.34,small,107117.77
2015-02-08,2015,conventional,1.09,large,113793.17
2015-02-01,2015,conventional,1.14,extra_large,119325.59
2015-01-25,2015,conventional,1.36,small,126670.39
2015-01-18,2015,conventional,1.4,large,105386.55
2015-01-11,2015,conventional,1.38,extra_large,101558.06
2015-01-04,2015,conventional,1.1,small,86647.87
2015-12-27,2015,conventional,0.49,large,100891.8
2015-12-20,2015,conventional,0.53,extra_large,97475.33
2015-12-13,2015,conventional,0.66,small,110082.85
2015-12-06,2015,conventional,0.56,large,60258.38
2015-11-29,2015,conventional,0.75,extra_large,57662.53
2015-11-22,2015,conventional,0.77,small,64644.27
2015-11-15,2015,conventional,0.62,large,63651.99
2015-11-08,2015,conventional,0.6,extra_large,62686.12
2015-11-01,2015,conventional,0.71,small,62363.88
2015-10-25,2015,conventional,0.83,large,64616.17
2015-10-18,2015,conventional,0.65,extra_large,68190.77
2015-10-11,2015,conventional,0.89,small,71958.63
2015-10-04,2015,conventional,0.89,large,82685.54
2015-09-27,2015,conventional,0.91,extra_large,60035.27
2015-09-20,2015,conventional,0.71,small,72211.55
2015-09-13,2015,conventional,0.71,large,184333.58
2015-09-06,2015,conventional,0.58,extra_large,153645.11
2015-08-30,2015,conventional,0.74,small,84814.48
2015-08-23,2015,conventional,0.78,large,77455.61
2015-08-16,2015,conventional,0.66,extra_large,134721.67
2015-08-09,2015,conventional,0.79,small,124788.86
2015-08-02,2015,conventional,0.78,large,124508.92
2015-07-26,2015,conventional,0.77,extra_large,110773.22
2015-07-19,2015,conventional,0.76,small,115356.09
2015-07-12,2015,conventional,0.7,large,120165.04
2015-07-05,2015,conventional,0.56,extra_large,135007.13
2015-06-28,2015,conventional,0.7,small,106701.94
2015-06-21,2015,conventional,0.54,large,122109.28
2015-06-14,2015,conventional,0.53,extra_large,122309.95
2015-06-07,2015,conventional,0.52,small,122272.51
2015-05-31,2015,conventional,0.56,large,111990.65
2015-05-24,2015,conventional,0.58,extra_large,106093.45
2015-05-17,2015,conventional,0.67,small,101431.12
2015-05-10,2015,conventional,0.67,large,108781.92
2015-05-03,2015,conventional,0.6,extra_large,104421.65
2015-04-26,2015,conventional,0.53,small,94537.77
2015-04-19,2015,conventional,0.51,large,97564.37
2015-04-12,2015,conventional,0.66,extra_large,85777.92
2015-04-05,2015,conventional,0.57,small,82912.63
2015-03-29,2015,conventional,0.57,large,67462.2
2015-03-22,2015,conventional,0.71,extra_large,60883.78
2015-03-15,2015,conventional,0.6,small,67422.51
2015-03-08,2015,conventional,0.72,large,68487.04
2015-03-01,2015,conventional,0.7,extra_large,64435.76
2015-02-22,2015,conventional,0.63,small,67730.71
2015-02-15,2015,conventional,0.6,large,71351.98
2015-02-08,2015,conventional,0.64,extra_large,79618.55
2015-02-01,2015,conventional,0.56,small,82437.73
2015-01-25,2015,conventional,0.61,large,75561.02
2015-01-18,2015,conventional,0.67,extra_large,70788.61
2015-01-11,2015,conventional,0.61,small,66305.28
2015-01-04,2015,conventional,0.65,large,92499.06
2015-12-27,2015,conventional,1.25,extra_large,25060.99
2015-12-20,2015,conventional,1.22,small,26066.51
2015-12-13,2015,conventional,1.19,large,24468.56
2015-12-06,2015,conventional,1.21,extra_large,17594.3
2015-11-29,2015,conventional,1.26,small,16517.66
2015-11-22,2015,conventional,1.3,large,18248.33
2015-11-15,2015,conventional,1.24,extra_large,19392.22
2015-11-08,2015,conventional,0.93,small,34534.21
2015-11-01,2015,conventional,1.16,large,17835.82
2015-10-25,2015,conventional,1.22,extra_large,24616.77
2015-10-18,2015,conventional,1.23,small,23740.41
2015-10-11,2015,conventional,0.96,large,21715.58
2015-10-04,2015,conventional,0.99,extra_large,16593.05
2015-09-27,2015,conventional,1.11,small,25919.02
2015-09-20,2015,conventional,1.19,large,28426.96
2015-09-13,2015,conventional,1.16,extra_large,29623.33
2015-09-06,2015,conventional,1.12,small,32403.84
2015-08-30,2015,conventional,1.37,large,28656.28
2015-08-23,2015,conventional,1.2,extra_large,29055.01
2015-08-16,2015,conventional,1.23,small,31222.95
2015-08-09,2015,conventional,0.96,large,41787.4
2015-08-02,2015,conventional,1.43,extra_large,29516.38
2015-07-26,2015,conventional,1.43,small,26187.71
2015-07-19,2015,conventional,1.44,large,26651.84
2015-07-12,2015,conventional,1.48,extra_large,24019.53
2015-07-05,2015,conventional,1.23,small,41505.82
2015-06-28,2015,conventional,1.2,large,43528.03
2015-06-21,2015,conventional,1.34,extra_large,39029.98
2015-06-14,2015,conventional,1.3,small,43460.25
2015-06-07,2015,conventional,1.33,large,37523.11
2015-05-31,2015,conventional,1.32,extra_large,34581.71
2015-05-24,2015,conventional,1.01,small,58265.7
2015-05-17,2015,conventional,1.41,large,31811.59
2015-05-10,2015,conventional,1.46,extra_large,30450.96
2015-05-03,2015,conventional,0.98,small,52968.31
2015-04-26,2015,conventional,1.44,large,32543.11
2015-04-19,2015,conventional,1.49,extra_large,29235.06
2015-04-12,2015,conventional,1.5,small,27667.08
2015-04-05,2015,conventional,1.29,large,23849.53
2015-03-29,2015,conventional,1.25,extra_large,14146.62
2015-03-22,2015,conventional,1.23,small,17814.28
2015-03-15,2015,conventional,1.23,large,23563.41
2015-03-08,2015,conventional,0.95,extra_large,37704.08
2015-03-01,2015,conventional,1.25,small,24342.77
2015-02-22,2015,conventional,1.26,large,24832.45
2015-02-15,2015,conventional,1.43,extra_large,24336.58
2015-02-08,2015,conventional,1.38,small,26110.75
2015-02-01,2015,conventional,1.25,large,31870.24
2015-01-25,2015,conventional,1.32,extra_large,24416.8
2015-01-18,2015,conventional,1.47,small,19359.33
2015-01-11,2015,conventional,1.54,large,18068.15
2015-01-04,2015,conventional,1.52,extra_large,14925.18
2015-12-27,2015,conventional,1.1,small,305294.16
2015-12-20,2015,conventional,1.13,large,273908.59
2015-12-13,2015,conventional,1.02,extra_large,295915.03
2015-12-06,2015,conventional,1.08,small,258550.08
2015-11-29,2015,conventional,1.11,large,263489.68
2015-11-22,2015,conventional,1.1,extra_large,278062.6
2015-11-15,2015,conventional,1.09,small,287218.66
2015-11-08,2015,conventional,1.12,large,284193.27
2015-11-01,2015,conventional,1.12,extra_large,279410.25
2015-10-25,2015,conventional,1.11,small,252026.43
2015-10-18,2015,conventional,1.12,large,272685.3
2015-10-11,2015,conventional,1.05,extra_large,261635.43
2015-10-04,2015,conventional,1.14,small,235041.31
2015-09-27,2015,conventional,0.99,large,233797.53
2015-09-20,2015,conventional,1.16,extra_large,253447.75
2015-09-13,2015,conventional,1.13,small,292538.17
2015-09-06,2015,conventional,1.12,large,294901.44
2015-08-30,2015,conventional,1.13,extra_large,289454.67
2015-08-23,2015,conventional,1.06,small,287126.69
2015-08-16,2015,conventional,1.08,large,292735.89
2015-08-09,2015,conventional,1.14,extra_large,296214.97
2015-08-02,2015,conventional,1.13,small,291685.02
2015-07-26,2015,conventional,1.04,large,315858.91
2015-07-19,2015,conventional,1.09,extra_large,348617.23
2015-07-12,2015,conventional,1.07,small,310580.92
2015-07-05,2015,conventional,1.06,large,413266.21
2015-06-28,2015,conventional,1.08,extra_large,371995.31
2015-06-21,2015,conventional,1.08,small,375649.64
2015-06-14,2015,conventional,1.06,large,386476.34
2015-06-07,2015,conventional,1.04,extra_large,356482.08
2015-05-31,2015,conventional,1.09,small,337124.7
2015-05-24,2015,conventional,1.03,large,342974.37
2015-05-17,2015,conventional,1.06,extra_large,312540.76
2015-05-10,2015,conventional,1.03,small,349757.6
2015-05-03,2015,conventional,1.01,large,321411.5
2015-04-26,2015,conventional,1.13,extra_large,292763.12
2015-04-19,2015,conventional,1.12,small,279933
2015-04-12,2015,conventional,0.97,large,253094.7
2015-04-05,2015,conventional,1.13,extra_large,321150.02
2015-03-29,2015,conventional,1.08,small,294229.04
2015-03-22,2015,conventional,1.09,large,304301.88
2015-03-15,2015,conventional,1.1,extra_large,304904.94
2015-03-08,2015,conventional,1.11,small,271059.63
2015-03-01,2015,conventional,1.09,large,292807.55
2015-02-22,2015,conventional,1.08,extra_large,278266.03
2015-02-15,2015,conventional,1.05,small,233302.27
2015-02-08,2015,conventional,0.98,large,214140.34
2015-02-01,2015,conventional,0.92,extra_large,237852.92
2015-01-25,2015,conventional,1.08,small,201319.44
2015-01-18,2015,conventional,1.02,large,208774.76
2015-01-11,2015,conventional,1.09,extra_large,207260.73
2015-01-04,2015,conventional,1.01,small,178834.99
2015-12-27,2015,conventional,1.01,large,182057.05
2015-12-20,2015,conventional,0.98,extra_large,185649.45
2015-12-13,2015,conventional,0.93,small,159304.83
2015-12-06,2015,conventional,0.73,large,369224.37
2015-11-29,2015,conventional,1.04,extra_large,147728.56
2015-11-22,2015,conventional,1.03,small,151241.84
2015-11-15,2015,conventional,0.9,large,268718.74
2015-11-08,2015,conventional,1.04,extra_large,138777.63
2015-11-01,2015,conventional,1.06,small,130546.65
2015-10-25,2015,conventional,0.91,large,180363.08
2015-10-18,2015,conventional,1.05,extra_large,120076.92
2015-10-11,2015,conventional,0.79,small,217371.85
2015-10-04,2015,conventional,1.13,large,99750.32
2015-09-27,2015,conventional,0.9,extra_large,124637.29
2015-09-20,2015,conventional,0.94,small,140761.55
2015-09-13,2015,conventional,1,large,116632.54
2015-09-06,2015,conventional,1.1,extra_large,88635.44
2015-08-30,2015,conventional,1.14,small,73954.47
2015-08-23,2015,conventional,1.08,large,102045.9
2015-08-16,2015,conventional,1.17,extra_large,78920.77
2015-08-09,2015,conventional,1.19,small,71330.02
2015-08-02,2015,conventional,1.14,large,69771.31
2015-07-26,2015,conventional,1.18,extra_large,66375.24
2015-07-19,2015,conventional,1.18,small,61655.47
2015-07-12,2015,conventional,1.02,large,99285.92
2015-07-05,2015,conventional,1.19,extra_large,62996.2
2015-06-28,2015,conventional,1.16,small,66678.86
2015-06-21,2015,conventional,1.08,large,91721.74
2015-06-14,2015,conventional,1.08,extra_large,100409.39
2015-06-07,2015,conventional,1.16,small,90828.09
2015-05-31,2015,conventional,1.01,large,106764.41
2015-05-24,2015,conventional,1.01,extra_large,104967.35
2015-05-17,2015,conventional,1.06,small,94881.97
2015-05-10,2015,conventional,0.91,large,121651.82
2015-05-03,2015,conventional,0.95,extra_large,94925.13
2015-04-26,2015,conventional,0.95,small,94309.71
2015-04-19,2015,conventional,0.99,large,115499.66
2015-04-12,2015,conventional,1.16,extra_large,67404.32
2015-04-05,2015,conventional,1.22,small,73791.63
2015-03-29,2015,conventional,1.2,large,57634.42
2015-03-22,2015,conventional,1.1,extra_large,42332
2015-03-15,2015,conventional,1.21,small,58756.28
2015-03-08,2015,conventional,1.17,large,52975.38
2015-03-01,2015,conventional,0.94,extra_large,83724.44
2015-02-22,2015,conventional,1.11,small,74647.23
2015-02-15,2015,conventional,1.23,large,53934.48
2015-02-08,2015,conventional,1.08,extra_large,40125.46
2015-02-01,2015,conventional,0.98,small,59749.8
2015-01-25,2015,conventional,1.09,large,58282.2
2015-01-18,2015,conventional,1.11,extra_large,48187.39
2015-01-11,2015,conventional,1.05,small,72844.44
2015-01-04,2015,conventional,0.97,large,76559.75
2015-12-27,2015,conventional,0.96,extra_large,53099.59
2015-12-20,2015,conventional,0.98,small,46870.95
2015-12-13,2015,conventional,0.98,large,45929.66
2015-12-06,2015,conventional,0.97,extra_large,45323.34
2015-11-29,2015,conventional,0.98,small,41941.45
2015-11-22,2015,conventional,1.02,large,33965.32
2015-11-15,2015,conventional,1,extra_large,35806.16
2015-11-08,2015,conventional,1.07,small,41447.22
2015-11-01,2015,conventional,1.12,large,48799.78
2015-10-25,2015,conventional,1.22,extra_large,46227.43
2015-10-18,2015,conventional,1.23,small,49953.39
2015-10-11,2015,conventional,1.17,large,50755.47
2015-10-04,2015,conventional,1.29,extra_large,36510.5
2015-09-27,2015,conventional,1.12,small,35429.8
2015-09-20,2015,conventional,1.22,large,55341.44
2015-09-13,2015,conventional,1.16,extra_large,81905.93
2015-09-06,2015,conventional,1.04,small,84577.81
2015-08-30,2015,conventional,1.16,large,97524.71
2015-08-23,2015,conventional,1.13,extra_large,111927.84
2015-08-16,2015,conventional,1.23,small,83623.99
2015-08-09,2015,conventional,1.23,large,81636.45
2015-08-02,2015,conventional,1.22,extra_large,84548.09
2015-07-26,2015,conventional,1.2,small,87245.46
2015-07-19,2015,conventional,1.2,large,91422.77
2015-07-12,2015,conventional,1.19,extra_large,87823.46
2015-07-05,2015,conventional,1.16,small,89649.71
2015-06-28,2015,conventional,1.17,large,86923.34
2015-06-21,2015,conventional,1.17,extra_large,89724
2015-06-14,2015,conventional,1.11,small,89973.86
2015-06-07,2015,conventional,1.14,large,83374.53
2015-05-31,2015,conventional,1.16,extra_large,80818.61
2015-05-24,2015,conventional,1.21,small,77201.14
2015-05-17,2015,conventional,1.16,large,81190.15
2015-05-10,2015,conventional,1.11,extra_large,92389.81
2015-05-03,2015,conventional,1.01,small,75045.87
2015-04-26,2015,conventional,1.16,large,82673.58
2015-04-19,2015,conventional,1.13,extra_large,93048.28
2015-04-12,2015,conventional,1.1,small,93425.98
2015-04-05,2015,conventional,1.12,large,86015.69
2015-03-29,2015,conventional,1.23,extra_large,67329.3
2015-03-22,2015,conventional,1.19,small,68437.27
2015-03-15,2015,conventional,1.18,large,68301.38
2015-03-08,2015,conventional,1.24,extra_large,65638.05
2015-03-01,2015,conventional,1.2,small,68052.73
2015-02-22,2015,conventional,1.11,large,54365.07
2015-02-15,2015,conventional,1.21,extra_large,60996.87
2015-02-08,2015,conventional,1.14,small,73022.33
2015-02-01,2015,conventional,0.99,large,61014.39
2015-01-25,2015,conventional,1.16,extra_large,76676.23
2015-01-18,2015,conventional,1.22,small,60466.47
2015-01-11,2015,conventional,1.24,large,66316.08
2015-01-04,2015,conventional,1.2,extra_large,55663.83
2015-12-27,2015,conventional,0.98,small,40778.79
2015-12-20,2015,conventional,0.99,large,33995.68
2015-12-13,2015,conventional,0.98,extra_large,34365.83
2015-12-06,2015,conventional,0.98,small,26733.72
2015-11-29,2015,conventional,0.99,large,23240.4
2015-11-22,2015,conventional,1.01,extra_large,27741.68
2015-11-15,2015,conventional,0.94,small,30101.25
2015-11-08,2015,conventional,0.95,large,30658.71
2015-11-01,2015,conventional,1,extra_large,30561.3
2015-10-25,2015,conventional,1.02,small,28386.13
2015-10-18,2015,conventional,1,large,27556.65
2015-10-11,2015,conventional,1.01,extra_large,29386.28
2015-10-04,2015,conventional,1.04,small,30814.53
2015-09-27,2015,conventional,0.97,large,23905.77
2015-09-20,2015,conventional,1.04,extra_large,34710.17
2015-09-13,2015,conventional,1.01,small,44222.78
2015-09-06,2015,conventional,0.98,large,48355.89
2015-08-30,2015,conventional,1.06,extra_large,45766.79
2015-08-23,2015,conventional,1.04,small,46959.56
2015-08-16,2015,conventional,1.05,large,44672.22
2015-08-09,2015,conventional,1.06,extra_large,44376.09
2015-08-02,2015,conventional,1.05,small,43712.9
2015-07-26,2015,conventional,1.03,large,50052.4
2015-07-19,2015,conventional,1.02,extra_large,53881.89
2015-07-12,2015,conventional,1.02,small,50900.73
2015-07-05,2015,conventional,1.01,large,59456.82
2015-06-28,2015,conventional,1,extra_large,55431.61
2015-06-21,2015,conventional,1.01,small,58619.28
2015-06-14,2015,conventional,0.98,large,62286.69
2015-06-07,2015,conventional,1.02,extra_large,62583.4
2015-05-31,2015,conventional,1.02,small,58556.59
2015-05-24,2015,conventional,1.03,large,59553.69
2015-05-17,2015,conventional,1.04,extra_large,56076.29
2015-05-10,2015,conventional,1.06,small,64086.74
2015-05-03,2015,conventional,0.99,large,53432.41
2015-04-26,2015,conventional,1.11,extra_large,50108.57
2015-04-19,2015,conventional,1.1,small,53735.19
2015-04-12,2015,conventional,1.11,large,46257.71
2015-04-05,2015,conventional,1.14,extra_large,46779.93
2015-03-29,2015,conventional,1.15,small,43299.69
2015-03-22,2015,conventional,1.12,large,48873.4
2015-03-15,2015,conventional,1.16,extra_large,44199.13
2015-03-08,2015,conventional,1.19,small,51568.09
2015-03-01,2015,conventional,1.13,large,47068.95
2015-02-22,2015,conventional,1.1,extra_large,43386.55
2015-02-15,2015,conventional,1.13,small,47574.75
2015-02-08,2015,conventional,1.06,large,49271.38
2015-02-01,2015,conventional,0.97,extra_large,47141.67
2015-01-25,2015,conventional,1.17,small,56189.36
2015-01-18,2015,conventional,1.18,large,47657.12
2015-01-11,2015,conventional,1.15,extra_large,44915.4
2015-01-04,2015,conventional,1.13,small,36245.72
2015-12-27,2015,conventional,0.96,large,33496.4
2015-12-20,2015,conventional,1,extra_large,28670.5
2015-12-13,2015,conventional,1.01,small,27033.05
2015-12-06,2015,conventional,1.01,large,22565.73
2015-11-29,2015,conventional,1.03,extra_large,19307.6
2015-11-22,2015,conventional,1,small,25520.11
2015-11-15,2015,conventional,1,large,23209.55
2015-11-08,2015,conventional,1.01,extra_large,24946.9
2015-11-01,2015,conventional,1,small,21706.68
2015-10-25,2015,conventional,0.99,large,19662.35
2015-10-18,2015,conventional,0.98,extra_large,21570.47
2015-10-11,2015,conventional,1.01,small,26315.96
2015-10-04,2015,conventional,1.04,large,24788.88
2015-09-27,2015,conventional,1.01,extra_large,19580.71
2015-09-20,2015,conventional,1,small,23770.14
2015-09-13,2015,conventional,0.99,large,28194.07
2015-09-06,2015,conventional,1.09,extra_large,33050.28
2015-08-30,2015,conventional,1.14,small,30352.74
2015-08-23,2015,conventional,1.12,large,29295.96
2015-08-16,2015,conventional,1.13,extra_large,29038.41
2015-08-09,2015,conventional,1.09,small,30114.32
2015-08-02,2015,conventional,1.04,large,28450.2
2015-07-26,2015,conventional,1.04,extra_large,31073.35
2015-07-19,2015,conventional,1.04,small,33820.42
2015-07-12,2015,conventional,1.06,large,34430.38
2015-07-05,2015,conventional,1.05,extra_large,39017.24
2015-06-28,2015,conventional,1.04,small,37248.89
2015-06-21,2015,conventional,1.05,large,36598.52
2015-06-14,2015,conventional,1.02,extra_large,38423.54
2015-06-07,2015,conventional,1.05,small,38863.12
2015-05-31,2015,conventional,1.06,large,34881.28
2015-05-24,2015,conventional,1.07,extra_large,35973.41
2015-05-17,2015,conventional,1.08,small,33803.81
2015-05-10,2015,conventional,1.09,large,36773.19
2015-05-03,2015,conventional,1.03,extra_large,32580.81
2015-04-26,2015,conventional,1.09,small,27733.4
2015-04-19,2015,conventional,1.08,large,31213.28
2015-04-12,2015,conventional,1.13,extra_large,30036.67
2015-04-05,2015,conventional,1.19,small,28281.56
2015-03-29,2015,conventional,1.13,large,24095.86
2015-03-22,2015,conventional,1.09,extra_large,28188.95
2015-03-15,2015,conventional,1.12,small,28334.59
2015-03-08,2015,conventional,1.16,large,31548.04
2015-03-01,2015,conventional,1.11,extra_large,26994.6
2015-02-22,2015,conventional,1.09,small,26074.28
2015-02-15,2015,conventional,1.07,large,28674.03
2015-02-08,2015,conventional,1.02,extra_large,28554.64
2015-02-01,2015,conventional,1,small,30471.81
2015-01-25,2015,conventional,1.15,large,33310.01
2015-01-18,2015,conventional,1.18,extra_large,29457.09
2015-01-11,2015,conventional,1.16,small,29842.1
2015-01-04,2015,conventional,1.13,large,23332.97
2015-12-27,2015,conventional,0.98,extra_large,42090.49
2015-12-20,2015,conventional,1,small,45152.67
2015-12-13,2015,conventional,1,large,43253.61
2015-12-06,2015,conventional,1.07,extra_large,38644.34
2015-11-29,2015,conventional,0.99,small,36591.97
2015-11-22,2015,conventional,1.06,large,39405.23
2015-11-15,2015,conventional,0.94,extra_large,39707.1
2015-11-08,2015,conventional,1.14,small,42153.1
2015-11-01,2015,conventional,1.02,large,38515.75
2015-10-25,2015,conventional,1.26,extra_large,42041.18
2015-10-18,2015,conventional,1.28,small,43963.77
2015-10-11,2015,conventional,1.29,large,45098.53
2015-10-04,2015,conventional,1.1,extra_large,35121.9
2015-09-27,2015,conventional,1.28,small,39676.01
2015-09-20,2015,conventional,1.25,large,41185.7
2015-09-13,2015,conventional,1.24,extra_large,47534.93
2015-09-06,2015,conventional,1.21,small,49975.71
2015-08-30,2015,conventional,1.3,large,48058.5
2015-08-23,2015,conventional,1.26,extra_large,46984
2015-08-16,2015,conventional,1.3,small,49367.82
2015-08-09,2015,conventional,1.28,large,49058.44
2015-08-02,2015,conventional,1.33,extra_large,48750.72
2015-07-26,2015,conventional,1.32,small,51583.69
2015-07-19,2015,conventional,1.29,large,54572.39
2015-07-12,2015,conventional,1.23,extra_large,57129.47
2015-07-05,2015,conventional,1.26,small,67335.82
2015-06-28,2015,conventional,1.26,large,56932.07
2015-06-21,2015,conventional,1.27,extra_large,55748.74
2015-06-14,2015,conventional,1.22,small,58386.05
2015-06-07,2015,conventional,1.18,large,53695.75
2015-05-31,2015,conventional,1.17,extra_large,45784.54
2015-05-24,2015,conventional,1.26,small,48450.54
2015-05-17,2015,conventional,1.18,large,43324.61
2015-05-10,2015,conventional,1.14,extra_large,44760.05
2015-05-03,2015,conventional,1.05,small,41485.92
2015-04-26,2015,conventional,1.27,large,46748.71
2015-04-19,2015,conventional,1.19,extra_large,43418.46
2015-04-12,2015,conventional,1.24,small,41668.76
2015-04-05,2015,conventional,1.23,large,54074.24
2015-03-29,2015,conventional,1.2,extra_large,62923.5
2015-03-22,2015,conventional,1.13,small,83611.14
2015-03-15,2015,conventional,1.22,large,48082.12
2015-03-08,2015,conventional,1.12,extra_large,50002.75
2015-03-01,2015,conventional,1.02,small,39017.62
2015-02-22,2015,conventional,1.14,large,39235.2
2015-02-15,2015,conventional,1.13,extra_large,41744.74
2015-02-08,2015,conventional,0.98,small,40435.38
2015-02-01,2015,conventional,1.04,large,39738.53
2015-01-25,2015,conventional,1.19,extra_large,38819.19
2015-01-18,2015,conventional,1.22,small,39320.62
2015-01-11,2015,conventional,1.09,large,43729.56
2015-01-04,2015,conventional,1.05,extra_large,39600.08
2015-12-27,2015,conventional,0.92,small,148004.82
2015-12-20,2015,conventional,0.94,large,145559.55
2015-12-13,2015,conventional,0.84,extra_large,172045.33
2015-12-06,2015,conventional,0.67,small,142269.38
2015-11-29,2015,conventional,0.91,large,80862.62
2015-11-22,2015,conventional,0.98,extra_large,73350.7
2015-11-15,2015,conventional,0.85,small,71573.34
2015-11-08,2015,conventional,0.92,large,65663.77
2015-11-01,2015,conventional,1.01,extra_large,59472.47
2015-10-25,2015,conventional,1.08,small,51591.92
2015-10-18,2015,conventional,1.03,large,51370.42
2015-10-11,2015,conventional,0.93,extra_large,37541.38
2015-10-04,2015,conventional,1.11,small,35912.61
2015-09-27,2015,conventional,0.93,large,36841.32
2015-09-20,2015,conventional,1.07,extra_large,42656.63
2015-09-13,2015,conventional,1.08,small,51402.37
2015-09-06,2015,conventional,1.02,large,46041.03
2015-08-30,2015,conventional,1.04,extra_large,47145.37
2015-08-23,2015,conventional,1.15,small,35146.06
2015-08-16,2015,conventional,1.05,large,39151.88
2015-08-09,2015,conventional,1.03,extra_large,43037.04
2015-08-02,2015,conventional,1.07,small,44134.93
2015-07-26,2015,conventional,1.1,large,37883.85
2015-07-19,2015,conventional,1.15,extra_large,45181.38
2015-07-12,2015,conventional,1.1,small,41887.14
2015-07-05,2015,conventional,1.05,large,52306.9
2015-06-28,2015,conventional,1.02,extra_large,42519.03
2015-06-21,2015,conventional,0.94,small,45654.06
2015-06-14,2015,conventional,0.87,large,47695.91
2015-06-07,2015,conventional,0.89,extra_large,50436.2
2015-05-31,2015,conventional,0.9,small,43435.79
2015-05-24,2015,conventional,1.08,large,34409.91
2015-05-17,2015,conventional,1.02,extra_large,32985.6
2015-05-10,2015,conventional,0.85,small,46804.91
2015-05-03,2015,conventional,0.8,large,54378.35
2015-04-26,2015,conventional,1.11,extra_large,43742.85
2015-04-19,2015,conventional,1.04,small,47833.34
2015-04-12,2015,conventional,1.01,large,50276.09
2015-04-05,2015,conventional,1.11,extra_large,42526.45
2015-03-29,2015,conventional,1.08,small,45428.04
2015-03-22,2015,conventional,0.96,large,44551.18
2015-03-15,2015,conventional,1.06,extra_large,43196.29
2015-03-08,2015,conventional,0.95,small,47821.85
2015-03-01,2015,conventional,0.83,large,38271.41
2015-02-22,2015,conventional,0.92,extra_large,47811.06
2015-02-15,2015,conventional,0.94,small,39267.34
2015-02-08,2015,conventional,0.98,large,42168.21
2015-02-01,2015,conventional,0.85,extra_large,41625.89
2015-01-25,2015,conventional,1.02,small,35060.12
2015-01-18,2015,conventional,1.01,large,32682.78
2015-01-11,2015,conventional,0.82,extra_large,35484.4
2015-01-04,2015,conventional,0.94,small,36852.99
2015-12-27,2015,conventional,1.05,large,59699.2
2015-12-20,2015,conventional,1.15,extra_large,65863.51
2015-12-13,2015,conventional,1.22,small,69907.84
2015-12-06,2015,conventional,1.06,large,55914.28
2015-11-29,2015,conventional,1.05,extra_large,54694.01
2015-11-22,2015,conventional,1.04,small,56732.83
2015-11-15,2015,conventional,0.99,large,64629.08
2015-11-08,2015,conventional,1.4,extra_large,78127.9
2015-11-01,2015,conventional,0.97,small,59793.91
2015-10-25,2015,conventional,1.55,large,69432.75
2015-10-18,2015,conventional,1.52,extra_large,75526.07
2015-10-11,2015,conventional,1.58,small,72798.38
2015-10-04,2015,conventional,1.04,large,47921.11
2015-09-27,2015,conventional,1.38,extra_large,65437.81
2015-09-20,2015,conventional,1.56,small,69655.95
2015-09-13,2015,conventional,1.53,large,76904.56
2015-09-06,2015,conventional,1.54,extra_large,77768.63
2015-08-30,2015,conventional,1.53,small,79706.7
2015-08-23,2015,conventional,1.59,large,73081.95
2015-08-16,2015,conventional,1.59,extra_large,80218.92
2015-08-09,2015,conventional,1.56,small,75267.19
